Program ID of SkyWatcher Network training:5598

Program command: 
 ['TrainSkyWatcher.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Images_ROI_29_140_140', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Labels_ROI_23_127_127', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test dataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)
segmentation label: 23*127*127 with spacing size(5*2*2) segmentation label with value (0,1,2) which erases lymph node label

This is a multi-task learning. 

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.
segmentation loss function: focus loss  with weight [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.
        

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-10 16:12:26.598419
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher

Now program get 140 input files.
Infor: In all data of 140 files, respone 0 has 41 files,
	  and response 1 has 99 files 
==== Regenerate training set and validation set by random with same distribution of 0 and 1 ==== 
Infor: Validation Set has 27 files,and Training Set has 113 files
TrainTestData Input:  batchSize=4, depth=29, height=140, width=140

Info: the size of bottle neck in the net = 128* (1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 8,134,012 parameters.
Infor: Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Infor: Segmentation Cross Entropy Weight: [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)
Info: program will use 4 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 	FocalCELoss with weight of 1; 
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), 	
 test Dice_2 is for metastasis(yellow), 	
 and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), 	
 TPR_2 is for metastasis(yellow), 	
 and TPR_3 is for invaded lymph node(brown).

Dice is based on all 2D segmented slices in the volume from weak annotation, not real 3D dice.

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r	TsLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r
287	0.2237	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6903	0.339	0.358	0.284	0.766	0.683	0.493	0.6667	1.0000
288	0.2081	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6419	0.414	0.406	0.316	0.706	0.580	0.604	0.7917	1.0000
289	0.2163	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6587	0.350	0.317	0.260	0.737	0.587	0.532	0.7083	1.0000
290	0.1845	0.666	0.724	0.596	0.999	0.993	0.995	0.7054	1.0000	0.7197	0.377	0.373	0.253	0.604	0.445	0.456	0.7083	1.0000
291	0.2107	0.000	0.000	0.000	0.000	0.000	0.000	0.6042	1.0000	0.6896	0.308	0.263	0.263	0.490	0.353	0.435	0.7500	1.0000
292	0.2310	0.000	0.000	0.000	0.000	0.000	0.000	0.6944	1.0000	0.6016	0.367	0.367	0.250	0.769	0.595	0.580	0.7500	1.0000
293	0.2026	0.000	0.000	0.000	0.000	0.000	0.000	0.6833	1.0000	0.6222	0.352	0.382	0.277	0.739	0.631	0.535	0.7083	1.0000
294	0.2167	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.8118	0.352	0.316	0.243	0.654	0.466	0.474	0.7083	1.0000
295	0.1844	0.673	0.736	0.601	0.999	0.992	0.995	0.7054	1.0000	0.6720	0.365	0.315	0.320	0.597	0.482	0.467	0.7083	1.0000
296	0.1920	0.000	0.000	0.000	0.000	0.000	0.000	0.7250	1.0000	0.8200	0.356	0.358	0.252	0.584	0.487	0.406	0.6667	1.0000
297	0.2095	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.5903	0.353	0.366	0.272	0.651	0.573	0.480	0.7500	1.0000
298	0.2100	0.000	0.000	0.000	0.000	0.000	0.000	0.7115	1.0000	0.5338	0.348	0.391	0.304	0.802	0.728	0.561	0.6667	1.0000
299	0.2146	0.000	0.000	0.000	0.000	0.000	0.000	0.7143	1.0000	0.6342	0.387	0.375	0.312	0.746	0.566	0.556	0.7083	1.0000
300	0.1842	0.675	0.743	0.600	0.999	0.992	0.995	0.7143	1.0000	0.7463	0.317	0.255	0.224	0.531	0.356	0.442	0.7083	1.0000
301	0.2056	0.000	0.000	0.000	0.000	0.000	0.000	0.7115	1.0000	0.7187	0.382	0.425	0.276	0.679	0.627	0.430	0.7083	1.0000
302	0.2195	0.000	0.000	0.000	0.000	0.000	0.000	0.7292	1.0000	0.6879	0.342	0.329	0.294	0.671	0.531	0.574	0.7083	1.0000
303	0.2049	0.000	0.000	0.000	0.000	0.000	0.000	0.6842	1.0000	0.6430	0.376	0.347	0.312	0.735	0.583	0.606	0.7500	1.0000
304	0.2028	0.000	0.000	0.000	0.000	0.000	0.000	0.7059	1.0000	0.8106	0.315	0.281	0.260	0.547	0.423	0.428	0.7083	1.0000
305	0.1830	0.682	0.742	0.609	0.999	0.992	0.994	0.7143	1.0000	0.5943	0.356	0.381	0.255	0.679	0.564	0.498	0.7500	1.0000
306	0.2109	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.7560	0.352	0.312	0.299	0.618	0.480	0.529	0.7083	1.0000
307	0.2147	0.000	0.000	0.000	0.000	0.000	0.000	0.7333	1.0000	0.7044	0.360	0.265	0.305	0.593	0.415	0.518	0.7500	1.0000
308	0.2141	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.7732	0.354	0.333	0.281	0.569	0.503	0.400	0.7083	1.0000
309	0.2215	0.000	0.000	0.000	0.000	0.000	0.000	0.7143	1.0000	0.6460	0.363	0.331	0.302	0.571	0.438	0.500	0.7083	1.0000
310	0.1819	0.683	0.736	0.614	0.999	0.992	0.995	0.7054	1.0000	0.7437	0.325	0.378	0.192	0.626	0.575	0.395	0.7083	1.0000
311	0.2078	0.000	0.000	0.000	0.000	0.000	0.000	0.7115	1.0000	0.7763	0.320	0.286	0.271	0.505	0.413	0.418	0.7500	1.0000
312	0.2079	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.7035	0.403	0.407	0.281	0.709	0.569	0.509	0.7083	1.0000
313	0.1984	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.8032	0.318	0.283	0.242	0.595	0.436	0.490	0.7083	1.0000
314	0.2082	0.000	0.000	0.000	0.000	0.000	0.000	0.7333	1.0000	0.5766	0.342	0.372	0.292	0.758	0.734	0.533	0.6667	1.0000
315	0.1833	0.687	0.744	0.618	0.999	0.992	0.995	0.7143	1.0000	0.7506	0.354	0.313	0.256	0.594	0.434	0.451	0.6667	1.0000
316	0.1980	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.6837	0.379	0.388	0.265	0.676	0.577	0.489	0.7500	1.0000
317	0.2267	0.000	0.000	0.000	0.000	0.000	0.000	0.5909	1.0000	0.7414	0.370	0.392	0.281	0.702	0.618	0.490	0.6667	1.0000
318	0.2036	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.6282	0.365	0.377	0.297	0.703	0.597	0.570	0.7083	1.0000
319	0.2138	0.000	0.000	0.000	0.000	0.000	0.000	0.7321	1.0000	0.5271	0.369	0.398	0.255	0.780	0.628	0.615	0.7083	1.0000
320	0.1821	0.672	0.727	0.602	0.999	0.993	0.995	0.7143	1.0000	0.6712	0.323	0.301	0.230	0.650	0.464	0.564	0.7500	1.0000
321	0.2068	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.7110	0.324	0.301	0.255	0.742	0.591	0.520	0.7083	1.0000
322	0.2178	0.000	0.000	0.000	0.000	0.000	0.000	0.7045	1.0000	0.7698	0.388	0.405	0.283	0.682	0.556	0.508	0.7500	1.0000
323	0.2224	0.000	0.000	0.000	0.000	0.000	0.000	0.6364	1.0000	0.7764	0.351	0.337	0.259	0.670	0.548	0.495	0.6667	1.0000
324	0.2062	0.000	0.000	0.000	0.000	0.000	0.000	0.7321	1.0000	0.6127	0.361	0.360	0.270	0.620	0.504	0.500	0.7500	1.0000
325	0.1823	0.676	0.730	0.609	0.999	0.993	0.995	0.7143	1.0000	0.7912	0.318	0.383	0.229	0.610	0.599	0.396	0.6667	1.0000
326	0.2008	0.000	0.000	0.000	0.000	0.000	0.000	0.6786	1.0000	0.8592	0.318	0.318	0.233	0.668	0.558	0.463	0.6667	1.0000
327	0.2019	0.000	0.000	0.000	0.000	0.000	0.000	0.6786	1.0000	0.7274	0.351	0.338	0.306	0.650	0.536	0.513	0.7083	1.0000
328	0.2047	0.000	0.000	0.000	0.000	0.000	0.000	0.7969	1.0000	0.7657	0.340	0.340	0.265	0.651	0.565	0.452	0.7083	1.0000
329	0.2129	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6619	0.370	0.397	0.280	0.763	0.655	0.499	0.6667	1.0000
330	0.1825	0.685	0.745	0.613	0.999	0.992	0.995	0.7054	1.0000	0.7697	0.357	0.396	0.267	0.607	0.514	0.465	0.6667	1.0000
331	0.2145	0.000	0.000	0.000	0.000	0.000	0.000	0.7692	1.0000	0.6071	0.365	0.420	0.273	0.693	0.656	0.503	0.7500	1.0000
332	0.1972	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.7974	0.347	0.352	0.250	0.579	0.484	0.469	0.7083	1.0000
333	0.2281	0.000	0.000	0.000	0.000	0.000	0.000	0.7955	1.0000	0.6210	0.337	0.312	0.297	0.795	0.682	0.551	0.6667	1.0000
334	0.2011	0.000	0.000	0.000	0.000	0.000	0.000	0.6944	1.0000	0.6766	0.358	0.362	0.256	0.623	0.549	0.465	0.7083	1.0000
335	0.1832	0.682	0.741	0.610	0.999	0.992	0.995	0.7143	1.0000	0.7063	0.391	0.410	0.270	0.683	0.555	0.519	0.7500	1.0000
336	0.2181	0.000	0.000	0.000	0.000	0.000	0.000	0.6818	1.0000	0.7295	0.328	0.302	0.270	0.651	0.524	0.488	0.6667	1.0000
337	0.2049	0.000	0.000	0.000	0.000	0.000	0.000	0.6562	1.0000	0.6432	0.365	0.391	0.267	0.735	0.654	0.501	0.6667	1.0000
338	0.2239	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6654	0.379	0.417	0.282	0.700	0.595	0.520	0.7083	1.0000
339	0.2276	0.000	0.000	0.000	0.000	0.000	0.000	0.8333	1.0000	0.6448	0.361	0.366	0.284	0.780	0.691	0.493	0.6667	1.0000
340	0.1834	0.679	0.739	0.605	1.000	0.993	0.995	0.7054	1.0000	0.7165	0.348	0.375	0.259	0.692	0.629	0.433	0.7083	1.0000
341	0.2099	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.7078	0.348	0.305	0.263	0.647	0.506	0.475	0.6667	1.0000
342	0.2071	0.000	0.000	0.000	0.000	0.000	0.000	0.7059	1.0000	0.6938	0.348	0.363	0.276	0.638	0.544	0.499	0.7500	1.0000
343	0.2215	0.000	0.000	0.000	0.000	0.000	0.000	0.6786	1.0000	0.7032	0.357	0.350	0.265	0.745	0.591	0.518	0.7500	1.0000
344	0.2167	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.6320	0.350	0.358	0.267	0.563	0.399	0.509	0.6667	1.0000
345	0.1832	0.681	0.740	0.610	0.999	0.992	0.995	0.7054	1.0000	0.7255	0.318	0.325	0.266	0.491	0.435	0.403	0.6667	1.0000
346	0.1948	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.7776	0.325	0.343	0.216	0.543	0.472	0.405	0.7917	1.0000
347	0.2187	0.000	0.000	0.000	0.000	0.000	0.000	0.6731	1.0000	0.7173	0.320	0.385	0.234	0.605	0.593	0.428	0.6667	1.0000
348	0.2086	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.8228	0.311	0.249	0.281	0.480	0.329	0.453	0.7083	1.0000
349	0.2098	0.000	0.000	0.000	0.000	0.000	0.000	0.7143	1.0000	0.7505	0.316	0.317	0.245	0.606	0.524	0.422	0.6667	1.0000
350	0.1842	0.683	0.743	0.610	0.999	0.993	0.995	0.7143	1.0000	0.7992	0.338	0.315	0.267	0.522	0.421	0.424	0.7083	1.0000
351	0.2149	0.000	0.000	0.000	0.000	0.000	0.000	0.6250	1.0000	0.7503	0.335	0.290	0.271	0.548	0.401	0.448	0.7083	1.0000
352	0.2283	0.000	0.000	0.000	0.000	0.000	0.000	0.6500	1.0000	0.7416	0.357	0.361	0.248	0.687	0.529	0.523	0.6667	1.0000
353	0.2173	0.000	0.000	0.000	0.000	0.000	0.000	0.7344	1.0000	0.6979	0.366	0.369	0.299	0.710	0.588	0.535	0.6667	1.0000
354	0.2065	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.5636	0.363	0.333	0.276	0.709	0.507	0.549	0.6667	1.0000
355	0.1835	0.681	0.739	0.611	0.999	0.993	0.995	0.7054	1.0000	0.6605	0.378	0.389	0.281	0.767	0.640	0.528	0.7917	1.0000
356	0.2127	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.7818	0.338	0.331	0.264	0.642	0.538	0.443	0.7083	1.0000
357	0.2136	0.000	0.000	0.000	0.000	0.000	0.000	0.7083	1.0000	0.6818	0.354	0.318	0.286	0.566	0.400	0.466	0.7083	1.0000
358	0.2022	0.000	0.000	0.000	0.000	0.000	0.000	0.6618	1.0000	0.7051	0.391	0.384	0.304	0.781	0.692	0.471	0.7083	1.0000
359	0.2204	0.000	0.000	0.000	0.000	0.000	0.000	0.7679	1.0000	0.7009	0.359	0.396	0.264	0.727	0.677	0.461	0.6667	1.0000
360	0.1835	0.681	0.739	0.611	0.999	0.993	0.995	0.7143	1.0000	0.7812	0.310	0.232	0.226	0.528	0.291	0.488	0.7500	1.0000
361	0.2147	0.000	0.000	0.000	0.000	0.000	0.000	0.6607	1.0000	0.7043	0.347	0.365	0.247	0.635	0.567	0.426	0.7083	1.0000
362	0.2219	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.6639	0.388	0.418	0.300	0.699	0.698	0.490	0.6667	1.0000
363	0.2241	0.000	0.000	0.000	0.000	0.000	0.000	0.6458	1.0000	0.7045	0.394	0.359	0.280	0.690	0.453	0.549	0.7500	1.0000
364	0.2151	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6533	0.359	0.379	0.284	0.715	0.572	0.541	0.7083	1.0000
365	0.1835	0.677	0.736	0.607	0.999	0.992	0.995	0.7054	1.0000	0.7884	0.341	0.374	0.209	0.568	0.513	0.372	0.7083	1.0000
366	0.2114	0.000	0.000	0.000	0.000	0.000	0.000	0.6607	1.0000	0.7199	0.382	0.369	0.282	0.674	0.567	0.496	0.7083	1.0000
367	0.2163	0.000	0.000	0.000	0.000	0.000	0.000	0.6562	1.0000	0.7059	0.356	0.347	0.266	0.558	0.435	0.458	0.7917	1.0000
368	0.1991	0.000	0.000	0.000	0.000	0.000	0.000	0.7222	1.0000	0.7274	0.339	0.310	0.269	0.604	0.417	0.498	0.6667	1.0000
369	0.1987	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.7903	0.375	0.324	0.295	0.556	0.402	0.457	0.6667	1.0000
370	0.1839	0.680	0.740	0.608	0.999	0.993	0.995	0.7054	1.0000	0.6657	0.364	0.413	0.269	0.580	0.591	0.407	0.6667	1.0000
371	0.2074	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.7774	0.357	0.343	0.256	0.577	0.425	0.454	0.7500	1.0000
372	0.2146	0.000	0.000	0.000	0.000	0.000	0.000	0.7222	1.0000	0.7406	0.311	0.238	0.270	0.532	0.370	0.458	0.7083	1.0000
373	0.2118	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6260	0.365	0.342	0.299	0.635	0.504	0.543	0.7083	1.0000
374	0.2102	0.000	0.000	0.000	0.000	0.000	0.000	0.7333	1.0000	0.8094	0.332	0.296	0.268	0.522	0.473	0.359	0.7500	1.0000
375	0.1838	0.677	0.739	0.604	0.999	0.993	0.995	0.7143	1.0000	0.7846	0.365	0.334	0.246	0.555	0.415	0.447	0.7500	1.0000
376	0.2165	0.000	0.000	0.000	0.000	0.000	0.000	0.7308	1.0000	0.6105	0.334	0.355	0.264	0.818	0.737	0.511	0.7083	1.0000
377	0.2230	0.000	0.000	0.000	0.000	0.000	0.000	0.7188	1.0000	0.5657	0.325	0.391	0.276	0.838	0.798	0.542	0.6667	1.0000
378	0.2166	0.000	0.000	0.000	0.000	0.000	0.000	0.6818	1.0000	0.6948	0.392	0.392	0.299	0.706	0.592	0.487	0.6667	1.0000
379	0.2017	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.7146	0.364	0.423	0.220	0.691	0.685	0.372	0.7083	1.0000
380	0.1833	0.682	0.741	0.611	0.999	0.993	0.995	0.7054	1.0000	0.6064	0.358	0.394	0.270	0.683	0.654	0.451	0.6667	1.0000
381	0.2093	0.000	0.000	0.000	0.000	0.000	0.000	0.7708	1.0000	0.6294	0.355	0.358	0.285	0.776	0.604	0.537	0.7500	1.0000
382	0.2097	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.5765	0.350	0.396	0.279	0.695	0.625	0.530	0.7083	1.0000
383	0.2087	0.000	0.000	0.000	0.000	0.000	0.000	0.7188	1.0000	0.7017	0.344	0.248	0.281	0.563	0.296	0.542	0.7500	1.0000
384	0.2087	0.000	0.000	0.000	0.000	0.000	0.000	0.7237	1.0000	0.7010	0.343	0.340	0.259	0.738	0.567	0.550	0.7083	1.0000
385	0.1826	0.686	0.743	0.616	1.000	0.993	0.996	0.7143	1.0000	0.5553	0.372	0.422	0.237	0.718	0.664	0.462	0.7083	1.0000
386	0.2152	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6613	0.425	0.398	0.319	0.685	0.531	0.569	0.7500	1.0000
387	0.2040	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6262	0.376	0.332	0.313	0.750	0.565	0.617	0.7917	1.0000
388	0.2281	0.000	0.000	0.000	0.000	0.000	0.000	0.7321	1.0000	0.5401	0.391	0.414	0.278	0.726	0.594	0.560	0.7083	1.0000
389	0.2091	0.000	0.000	0.000	0.000	0.000	0.000	0.6833	1.0000	0.7423	0.370	0.349	0.256	0.646	0.422	0.529	0.7500	1.0000
390	0.1842	0.681	0.742	0.611	0.999	0.992	0.995	0.7143	1.0000	0.8747	0.288	0.191	0.242	0.430	0.296	0.382	0.6667	1.0000
391	0.1944	0.000	0.000	0.000	0.000	0.000	0.000	0.6719	1.0000	0.7993	0.316	0.239	0.279	0.533	0.375	0.457	0.7500	1.0000
392	0.2005	0.000	0.000	0.000	0.000	0.000	0.000	0.7656	1.0000	0.6754	0.391	0.385	0.282	0.679	0.502	0.527	0.7083	1.0000
393	0.2087	0.000	0.000	0.000	0.000	0.000	0.000	0.7143	1.0000	0.7155	0.385	0.324	0.285	0.653	0.443	0.578	0.7500	1.0000
394	0.2012	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.7084	0.381	0.284	0.301	0.655	0.400	0.578	0.7083	1.0000
395	0.1826	0.684	0.744	0.614	0.999	0.993	0.995	0.7054	1.0000	0.7137	0.360	0.347	0.272	0.608	0.477	0.527	0.7083	1.0000
396	0.1995	0.000	0.000	0.000	0.000	0.000	0.000	0.7368	1.0000	0.6673	0.387	0.427	0.271	0.611	0.532	0.455	0.6667	1.0000
397	0.2235	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.6421	0.359	0.378	0.251	0.702	0.605	0.513	0.7083	1.0000
398	0.2012	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6894	0.369	0.352	0.271	0.801	0.584	0.588	0.7083	1.0000
399	0.2019	0.000	0.000	0.000	0.000	0.000	0.000	0.7031	1.0000	0.6648	0.334	0.284	0.277	0.555	0.458	0.434	0.6667	1.0000
400	0.1819	0.685	0.747	0.614	0.999	0.992	0.995	0.7143	1.0000	0.6910	0.353	0.387	0.265	0.566	0.474	0.482	0.6667	1.0000
401	0.2165	0.000	0.000	0.000	0.000	0.000	0.000	0.6711	1.0000	0.6494	0.345	0.325	0.266	0.642	0.520	0.493	0.7083	1.0000
402	0.2002	0.000	0.000	0.000	0.000	0.000	0.000	0.7647	1.0000	0.7411	0.348	0.349	0.262	0.547	0.448	0.462	0.7083	1.0000
403	0.2103	0.000	0.000	0.000	0.000	0.000	0.000	0.6923	1.0000	0.7053	0.355	0.358	0.252	0.642	0.562	0.478	0.7500	1.0000
404	0.2272	0.000	0.000	0.000	0.000	0.000	0.000	0.6562	1.0000	0.7367	0.349	0.300	0.275	0.563	0.384	0.496	0.7083	1.0000
405	0.1836	0.684	0.746	0.613	0.999	0.992	0.995	0.7143	1.0000	0.7167	0.386	0.390	0.289	0.724	0.625	0.484	0.7083	1.0000
406	0.2180	0.000	0.000	0.000	0.000	0.000	0.000	0.7321	1.0000	0.7658	0.340	0.312	0.255	0.601	0.404	0.495	0.6667	1.0000
407	0.2187	0.000	0.000	0.000	0.000	0.000	0.000	0.7292	1.0000	0.7358	0.350	0.388	0.260	0.798	0.719	0.502	0.7083	1.0000
408	0.2113	0.000	0.000	0.000	0.000	0.000	0.000	0.7333	1.0000	0.7736	0.370	0.338	0.305	0.626	0.543	0.476	0.7083	1.0000
409	0.2178	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.7626	0.353	0.388	0.268	0.754	0.635	0.561	0.7500	1.0000
410	0.1837	0.682	0.743	0.611	0.999	0.992	0.995	0.7054	1.0000	0.8609	0.292	0.180	0.274	0.484	0.308	0.426	0.7083	1.0000
411	0.2161	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.8105	0.351	0.376	0.264	0.694	0.625	0.428	0.6667	1.0000
412	0.2142	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.7161	0.328	0.293	0.244	0.565	0.417	0.491	0.7500	1.0000
413	0.1943	0.000	0.000	0.000	0.000	0.000	0.000	0.7237	1.0000	0.6469	0.390	0.352	0.304	0.732	0.570	0.502	0.7083	1.0000
414	0.1996	0.000	0.000	0.000	0.000	0.000	0.000	0.6833	1.0000	0.6913	0.369	0.445	0.269	0.698	0.615	0.482	0.7083	1.0000
415	0.1842	0.684	0.746	0.611	0.999	0.993	0.995	0.7054	1.0000	0.6745	0.340	0.291	0.241	0.555	0.361	0.486	0.7083	1.0000
416	0.2162	0.000	0.000	0.000	0.000	0.000	0.000	0.6591	1.0000	0.5631	0.360	0.396	0.272	0.745	0.655	0.528	0.6667	1.0000
417	0.2062	0.000	0.000	0.000	0.000	0.000	0.000	0.7353	1.0000	0.5595	0.369	0.427	0.277	0.795	0.756	0.554	0.6667	1.0000
418	0.2154	0.000	0.000	0.000	0.000	0.000	0.000	0.7308	1.0000	0.7111	0.356	0.325	0.244	0.708	0.494	0.565	0.7500	1.0000
419	0.2101	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.5478	0.371	0.388	0.259	0.752	0.648	0.558	0.7083	1.0000
420	0.1836	0.684	0.747	0.611	0.999	0.993	0.995	0.7143	1.0000	0.7179	0.302	0.296	0.252	0.481	0.463	0.330	0.6667	1.0000
421	0.2065	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.6855	0.345	0.338	0.299	0.622	0.494	0.517	0.7083	1.0000
422	0.2277	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.5342	0.359	0.411	0.290	0.768	0.731	0.545	0.7083	1.0000
423	0.2250	0.000	0.000	0.000	0.000	0.000	0.000	0.7045	1.0000	0.7469	0.353	0.381	0.242	0.608	0.484	0.462	0.7500	1.0000
424	0.2042	0.000	0.000	0.000	0.000	0.000	0.000	0.6944	1.0000	0.6960	0.394	0.399	0.269	0.635	0.538	0.472	0.7083	1.0000
425	0.1825	0.683	0.746	0.610	0.999	0.993	0.995	0.7143	1.0000	0.8027	0.311	0.292	0.262	0.491	0.401	0.400	0.7083	1.0000
426	0.2081	0.000	0.000	0.000	0.000	0.000	0.000	0.7222	1.0000	0.7397	0.371	0.294	0.291	0.626	0.426	0.528	0.7083	1.0000
427	0.2173	0.000	0.000	0.000	0.000	0.000	0.000	0.7045	1.0000	0.6713	0.352	0.385	0.274	0.754	0.671	0.523	0.7083	1.0000
428	0.2190	0.000	0.000	0.000	0.000	0.000	0.000	0.7778	1.0000	0.6180	0.368	0.340	0.268	0.708	0.496	0.534	0.6667	1.0000
429	0.2154	0.000	0.000	0.000	0.000	0.000	0.000	0.7708	1.0000	0.7351	0.383	0.370	0.303	0.697	0.550	0.510	0.7083	1.0000
430	0.1828	0.683	0.745	0.612	0.999	0.992	0.995	0.7054	1.0000	0.7757	0.324	0.328	0.233	0.552	0.464	0.394	0.7083	1.0000
431	0.2043	0.000	0.000	0.000	0.000	0.000	0.000	0.7955	1.0000	0.7575	0.305	0.298	0.255	0.549	0.441	0.431	0.7083	1.0000
432	0.2050	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.7154	0.334	0.355	0.255	0.676	0.593	0.445	0.7083	1.0000
433	0.1941	0.000	0.000	0.000	0.000	0.000	0.000	0.6912	1.0000	0.7166	0.398	0.389	0.279	0.653	0.446	0.553	0.7500	1.0000
434	0.2179	0.000	0.000	0.000	0.000	0.000	0.000	0.6750	1.0000	0.7945	0.362	0.388	0.240	0.671	0.592	0.494	0.6667	1.0000
435	0.1847	0.683	0.744	0.613	0.999	0.992	0.995	0.7054	1.0000	0.8073	0.360	0.326	0.270	0.600	0.415	0.511	0.7083	1.0000
436	0.2113	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6463	0.383	0.426	0.291	0.715	0.644	0.488	0.6667	1.0000
437	0.2040	0.000	0.000	0.000	0.000	0.000	0.000	0.6618	1.0000	0.7894	0.392	0.356	0.292	0.659	0.523	0.453	0.6667	1.0000
438	0.2231	0.000	0.000	0.000	0.000	0.000	0.000	0.7083	1.0000	0.6036	0.332	0.376	0.273	0.608	0.559	0.480	0.6667	1.0000
439	0.2161	0.000	0.000	0.000	0.000	0.000	0.000	0.6607	1.0000	0.4643	0.342	0.421	0.253	0.832	0.785	0.563	0.7083	1.0000
440	0.1834	0.684	0.746	0.614	0.999	0.992	0.995	0.7143	1.0000	0.5889	0.343	0.358	0.259	0.628	0.499	0.536	0.7083	1.0000
